tier,champ_name,item_id,zero_item_win_rate,zero_count,one_item_win_rate,one_count,lift_score,cn_champ,cn_item
grandmaster,JarvanIV,45,0.1085,3004,0.1035,87,-0.0051,嘉文四世,冰霜之心
platinum,Vi,6,0.1193,8502,0.1142,394,-0.0051,蔚,负极斗篷
diamond,ChoGath,34,0.108,6101,0.1029,68,-0.0051,科加斯,卢登的回声
platinum,Kassadin,3,0.1205,10815,0.1154,78,-0.0051,卡萨丁,无用大棒
master,Lux,44,0.1576,10438,0.1525,59,-0.0051,拉克丝,炽天使之拥
platinum,Ezreal,39,0.1152,8514,0.11,100,-0.0052,伊泽瑞尔,珠光护手
platinum,KaiSa,38,0.0927,2384,0.0874,103,-0.0053,卡莎,爆破专家的电荷
master,MissFortune,49,0.1499,3390,0.1445,173,-0.0053,厄运小姐,正义之手
diamond,Kassadin,18,0.1245,16396,0.1191,126,-0.0054,卡萨丁,破败王者之刃
master,Ashe,49,0.1248,9252,0.1194,67,-0.0054,艾希,正义之手
grandmaster,Vi,2,0.0928,7230,0.0874,206,-0.0054,蔚,反曲之弓
challenger,Ezreal,3,0.0952,12275,0.0897,78,-0.0054,伊泽瑞尔,无用大棒
grandmaster,Shaco,15,0.0702,2037,0.0648,216,-0.0054,萨科,守护天使
master,Lux,4,0.1576,10438,0.1522,92,-0.0054,拉克丝,女神之泪
master,Poppy,25,0.1117,7253,0.1062,113,-0.0055,波比,泰坦的坚决
master,Lucian,44,0.0671,2640,0.0615,65,-0.0055,卢锡安,炽天使之拥
diamond,Ekko,2,0.1624,1416,0.1569,51,-0.0056,艾克,反曲之弓
diamond,Kayle,57,0.1571,4042,0.1515,66,-0.0056,凯尔,红霸符
platinum,Ezreal,3,0.1152,8514,0.1096,73,-0.0056,伊泽瑞尔,无用大棒
grandmaster,Karma,47,0.1354,7262,0.1296,54,-0.0057,卡尔玛,救赎
challenger,Fizz,36,0.1563,9190,0.1505,93,-0.0057,菲兹,离子火花
challenger,MissFortune,13,0.1524,4016,0.1467,75,-0.0057,厄运小姐,海克斯科技枪刃
grandmaster,Lulu,59,0.2021,6804,0.1963,107,-0.0058,璐璐,静止法衣
grandmaster,Vi,5,0.0928,7230,0.087,253,-0.0059,蔚,锁子甲
platinum,Darius,15,0.0684,1814,0.0625,80,-0.0059,德莱厄斯,守护天使
master,Ashe,79,0.1248,9252,0.1188,101,-0.006,艾希,伏击之爪
platinum,Jinx,29,0.0812,1428,0.0753,93,-0.006,金克丝,最后的轻语
grandmaster,Shen,66,0.1084,11646,0.1024,166,-0.006,慎,巨龙之爪
grandmaster,Blitzcrank,6,0.1041,19762,0.098,51,-0.0061,布里茨,负极斗篷
challenger,ChoGath,36,0.0897,5394,0.0836,586,-0.0061,科加斯,离子火花
challenger,Malphite,67,0.1082,16535,0.102,451,-0.0062,墨菲特,凌风
diamond,JarvanIV,36,0.0988,3614,0.0926,108,-0.0062,嘉文四世,离子火花
diamond,Vi,4,0.1075,9879,0.1013,306,-0.0062,蔚,女神之泪
diamond,Graves,22,0.1153,11229,0.1091,55,-0.0062,格雷福斯,疾射火炮
challenger,ChoGath,4,0.0897,5394,0.0833,108,-0.0064,科加斯,女神之泪
master,Neeko,25,0.1338,2339,0.1273,55,-0.0066,妮蔻,泰坦的坚决
grandmaster,AurelionSol,37,0.2277,2688,0.2211,95,-0.0066,奥瑞利安·索尔,莫雷洛秘典
grandmaster,Thresh,24,0.1691,9396,0.1625,80,-0.0066,锤石,斯塔缇克电刃
diamond,Vi,7,0.1075,9879,0.101,317,-0.0066,蔚,巨人腰带
challenger,Mordekaiser,77,0.0989,6533,0.0923,65,-0.0066,莫德凯撒,狂徒铠甲
master,Kayle,67,0.1563,4230,0.1495,107,-0.0067,凯尔,凌风
diamond,Ezreal,23,0.1067,9487,0.1,60,-0.0067,伊泽瑞尔,鬼索的狂暴之刃
challenger,Shen,77,0.1067,11120,0.1,110,-0.0067,慎,狂徒铠甲
diamond,WuKong,37,0.1043,8641,0.0976,492,-0.0067,孙悟空,莫雷洛秘典
platinum,Lulu,35,0.1979,6257,0.1912,68,-0.0067,璐璐,钢铁烈阳之匣
grandmaster,Shen,78,0.1084,11646,0.1017,59,-0.0067,慎,守护者胸甲
diamond,Kassadin,77,0.1245,16396,0.1177,51,-0.0068,卡萨丁,狂徒铠甲
challenger,Thresh,67,0.1599,10538,0.1531,503,-0.0068,锤石,凌风
platinum,ChoGath,37,0.1078,4414,0.101,485,-0.0068,科加斯,莫雷洛秘典
challenger,ChoGath,7,0.0897,5394,0.0828,157,-0.0069,科加斯,巨人腰带
diamond,Shen,45,0.1141,12828,0.107,355,-0.007,慎,冰霜之心
grandmaster,Jinx,29,0.0716,545,0.0645,62,-0.007,金克丝,最后的轻语
platinum,Sona,78,0.107,5440,0.1,100,-0.007,娑娜,守护者胸甲
master,MissFortune,13,0.1499,3390,0.1429,70,-0.007,厄运小姐,海克斯科技枪刃
diamond,MissFortune,67,0.161,3659,0.1539,117,-0.0071,厄运小姐,凌风
grandmaster,MissFortune,33,0.1479,3436,0.1406,192,-0.0072,厄运小姐,灭世者的死亡之帽
grandmaster,Xerath,69,0.2141,1266,0.2069,58,-0.0072,泽拉斯,水银
master,Ashe,17,0.1248,9252,0.1177,51,-0.0072,艾希,基克的先驱
master,Vi,5,0.0952,7791,0.0881,318,-0.0072,蔚,锁子甲
grandmaster,Irelia,44,0.1167,2664,0.1096,73,-0.0072,艾瑞莉娅,炽天使之拥
platinum,MissFortune,2,0.1478,3830,0.1406,64,-0.0072,厄运小姐,反曲之弓
grandmaster,Syndra,33,0.1359,2701,0.1286,70,-0.0073,辛德拉,灭世者的死亡之帽
master,Jayce,37,0.0753,4410,0.068,147,-0.0073,杰斯,莫雷洛秘典
master,ChoGath,55,0.0932,5524,0.086,221,-0.0073,科加斯,棘刺背心
challenger,Vi,5,0.088,6514,0.0805,385,-0.0074,蔚,锁子甲
diamond,Ashe,23,0.1289,10077,0.1216,181,-0.0074,艾希,鬼索的狂暴之刃
platinum,WuKong,57,0.1047,8139,0.0972,72,-0.0075,孙悟空,红霸符
diamond,Karma,3,0.1308,6192,0.1233,73,-0.0075,卡尔玛,无用大棒
master,Thresh,18,0.17,8457,0.1625,80,-0.0075,锤石,破败王者之刃
challenger,Lulu,49,0.2037,7896,0.1961,51,-0.0076,璐璐,正义之手
grandmaster,Soraka,4,0.1807,8530,0.1731,52,-0.0076,索拉卡,女神之泪
master,VelKoz,48,0.1587,1916,0.151,245,-0.0076,维克兹,星之守护者的符咒
platinum,Shen,7,0.1059,9464,0.0983,173,-0.0076,慎,巨人腰带
platinum,Kassadin,33,0.1205,10815,0.1129,62,-0.0076,卡萨丁,灭世者的死亡之帽
platinum,Annie,36,0.1482,9062,0.1406,64,-0.0076,安妮,离子火花
challenger,Shaco,19,0.0898,2261,0.0821,207,-0.0077,萨科,无尽之刃
platinum,Jhin,19,0.1112,1852,0.1035,261,-0.0078,烬,无尽之刃
challenger,Soraka,22,0.1651,7337,0.1573,89,-0.0078,索拉卡,疾射火炮
diamond,Ashe,57,0.1289,10077,0.1211,223,-0.0078,艾希,红霸符
diamond,Blitzcrank,36,0.1176,19351,0.1096,73,-0.008,布里茨,离子火花
master,VelKoz,37,0.1587,1916,0.1507,292,-0.008,维克兹,莫雷洛秘典
platinum,Leona,1,0.0838,4549,0.0758,66,-0.008,蕾欧娜,暴风大剑
challenger,Blitzcrank,47,0.0998,18309,0.0917,120,-0.0081,布里茨,救赎
grandmaster,Lulu,69,0.2021,6804,0.194,67,-0.0081,璐璐,水银
grandmaster,Ekko,57,0.166,1048,0.1579,114,-0.0081,艾克,红霸符
platinum,Rakan,14,0.0992,3761,0.0911,417,-0.0081,洛,朔极之矛
diamond,Lulu,46,0.1981,5987,0.19,100,-0.0081,璐璐,恩泽圣杯
grandmaster,VelKoz,13,0.1429,2023,0.1346,52,-0.0082,维克兹,海克斯科技枪刃
challenger,Ekko,36,0.1663,1383,0.1581,253,-0.0082,艾克,离子火花
grandmaster,ChoGath,45,0.0956,6842,0.0874,206,-0.0082,科加斯,冰霜之心
platinum,Lucian,56,0.0974,3644,0.089,146,-0.0084,卢锡安,破刃者
challenger,Shaco,12,0.0898,2261,0.0814,86,-0.0084,萨科,巨人杀手
diamond,Ahri,46,0.1137,2859,0.1053,76,-0.0084,阿狸,恩泽圣杯
platinum,Caitlyn,29,0.0981,3108,0.0897,78,-0.0084,凯特琳,最后的轻语
master,KhaZix,12,0.1062,5369,0.0976,82,-0.0086,卡兹克,巨人杀手
diamond,Lucian,6,0.0721,2677,0.0635,63,-0.0086,卢锡安,负极斗篷
platinum,Ezreal,34,0.1152,8514,0.1066,197,-0.0086,伊泽瑞尔,卢登的回声
grandmaster,Rakan,36,0.1411,3644,0.1324,68,-0.0087,洛,离子火花
platinum,ChoGath,6,0.1078,4414,0.0991,111,-0.0087,科加斯,负极斗篷
grandmaster,Ashe,2,0.1242,9750,0.1154,338,-0.0088,艾希,反曲之弓
platinum,WuKong,37,0.1047,8139,0.0957,564,-0.0089,孙悟空,莫雷洛秘典
diamond,VelKoz,44,0.1147,1744,0.1058,104,-0.0089,维克兹,炽天使之拥
platinum,Malphite,55,0.1346,13652,0.1256,199,-0.009,墨菲特,棘刺背心
master,Ahri,37,0.1208,4222,0.1118,313,-0.009,阿狸,莫雷洛秘典
challenger,Thresh,27,0.1599,10538,0.1509,53,-0.009,锤石,兹若特传送门
grandmaster,Poppy,9,0.1161,6923,0.1071,56,-0.009,波比,拳套
platinum,XinZhao,55,0.1025,3356,0.0934,182,-0.0091,赵信,棘刺背心
diamond,ChoGath,58,0.108,6101,0.0989,91,-0.0091,科加斯,叛逆者勋章
master,ChoGath,5,0.0932,5524,0.0841,107,-0.0091,科加斯,锁子甲
challenger,AurelionSol,46,0.2129,2424,0.2037,54,-0.0092,奥瑞利安·索尔,恩泽圣杯
master,Thresh,88,0.17,8457,0.1607,56,-0.0093,锤石,自然之力
platinum,WuKong,89,0.1047,8139,0.0952,63,-0.0094,孙悟空,暗星之心
diamond,JarvanIV,88,0.0988,3614,0.0893,56,-0.0095,嘉文四世,自然之力
grandmaster,Kassadin,34,0.1174,15923,0.1079,139,-0.0095,卡萨丁,卢登的回声
challenger,Shen,36,0.1067,11120,0.0972,216,-0.0095,慎,离子火花
challenger,MissFortune,18,0.1524,4016,0.1429,84,-0.0095,厄运小姐,破败王者之刃
diamond,Lucian,5,0.0721,2677,0.0625,128,-0.0096,卢锡安,锁子甲
platinum,Kayle,26,0.1449,3353,0.1353,133,-0.0096,凯尔,卢安娜的飓风
platinum,Lucian,34,0.0974,3644,0.0877,57,-0.0097,卢锡安,卢登的回声
challenger,KhaZix,17,0.1038,5730,0.0941,85,-0.0097,卡兹克,基克的先驱
master,Ahri,39,0.1208,4222,0.1111,90,-0.0097,阿狸,珠光护手
master,MissFortune,79,0.1499,3390,0.1401,157,-0.0097,厄运小姐,伏击之爪
grandmaster,Rakan,45,0.1411,3644,0.1314,236,-0.0097,洛,冰霜之心
platinum,Jayce,66,0.0908,4990,0.0811,74,-0.0097,杰斯,巨龙之爪
master,Rakan,44,0.1241,3118,0.1143,105,-0.0098,洛,炽天使之拥
diamond,Caitlyn,23,0.1084,4337,0.0986,71,-0.0098,凯特琳,鬼索的狂暴之刃
master,Leona,8,0.0758,4618,0.0659,91,-0.0099,蕾欧娜,金铲铲
diamond,JarvanIV,67,0.0988,3614,0.0889,90,-0.0099,嘉文四世,凌风
diamond,Ezreal,46,0.1067,9487,0.0968,62,-0.0099,伊泽瑞尔,恩泽圣杯
challenger,Thresh,7,0.1599,10538,0.15,60,-0.0099,锤石,巨人腰带
platinum,Irelia,1,0.0981,2313,0.0882,68,-0.0099,艾瑞莉娅,暴风大剑
grandmaster,Kassadin,3,0.1174,15923,0.1074,121,-0.01,卡萨丁,无用大棒
diamond,ChoGath,38,0.108,6101,0.098,51,-0.01,科加斯,爆破专家的电荷
platinum,Mordekaiser,68,0.1009,5568,0.0909,55,-0.01,莫德凯撒,天神法球
challenger,Leona,6,0.0909,4590,0.0808,805,-0.0101,蕾欧娜,负极斗篷
platinum,JarvanIV,68,0.0978,5991,0.0877,114,-0.0101,嘉文四世,天神法球
diamond,VelKoz,39,0.1147,1744,0.1046,153,-0.0101,维克兹,珠光护手
diamond,Graves,37,0.1153,11229,0.1053,76,-0.0101,格雷福斯,莫雷洛秘典
grandmaster,Shen,7,0.1084,11646,0.0983,173,-0.0101,慎,巨人腰带
grandmaster,Kassadin,5,0.1174,15923,0.1071,84,-0.0103,卡萨丁,锁子甲
challenger,ChoGath,9,0.0897,5394,0.0794,63,-0.0104,科加斯,拳套
challenger,MissFortune,49,0.1524,4016,0.142,169,-0.0104,厄运小姐,正义之手
grandmaster,Rumble,67,0.1855,3294,0.175,80,-0.0105,兰博,凌风
diamond,Ezreal,39,0.1067,9487,0.0962,52,-0.0105,伊泽瑞尔,珠光护手
grandmaster,Shen,25,0.1084,11646,0.0978,92,-0.0105,慎,泰坦的坚决
grandmaster,Lulu,22,0.2021,6804,0.1915,94,-0.0106,璐璐,疾射火炮
platinum,Fizz,55,0.1621,7636,0.1515,66,-0.0106,菲兹,棘刺背心
grandmaster,WuKong,88,0.1081,8896,0.0976,82,-0.0106,孙悟空,自然之力
master,Vi,17,0.0952,7791,0.0845,71,-0.0107,蔚,基克的先驱
diamond,Shaco,45,0.0644,1973,0.0536,56,-0.0108,萨科,冰霜之心
grandmaster,ChoGath,58,0.0956,6842,0.0848,59,-0.0108,科加斯,叛逆者勋章
platinum,Lucian,4,0.0974,3644,0.0864,162,-0.011,卢锡安,女神之泪
platinum,Ekko,6,0.1735,1816,0.1625,80,-0.011,艾克,负极斗篷
master,Shen,77,0.1089,10710,0.0978,184,-0.011,慎,狂徒铠甲
diamond,MissFortune,34,0.161,3659,0.15,180,-0.011,厄运小姐,卢登的回声
grandmaster,Vi,37,0.0928,7230,0.0817,306,-0.0111,蔚,莫雷洛秘典
challenger,Ekko,56,0.1663,1383,0.1552,58,-0.0111,艾克,破刃者
platinum,Ezreal,44,0.1152,8514,0.1042,144,-0.0111,伊泽瑞尔,炽天使之拥
grandmaster,Vi,34,0.0928,7230,0.0816,98,-0.0112,蔚,卢登的回声
platinum,Vi,68,0.1193,8502,0.1081,74,-0.0112,蔚,天神法球
grandmaster,Thresh,45,0.1691,9396,0.1579,57,-0.0112,锤石,冰霜之心
grandmaster,Thresh,3,0.1691,9396,0.1579,57,-0.0112,锤石,无用大棒
platinum,Jinx,26,0.0812,1428,0.07,100,-0.0112,金克丝,卢安娜的飓风
diamond,Shaco,19,0.0644,1973,0.0532,282,-0.0112,萨科,无尽之刃
grandmaster,Leona,45,0.0752,4125,0.0638,141,-0.0113,蕾欧娜,冰霜之心
diamond,Malphite,55,0.1228,17579,0.1115,287,-0.0113,墨菲特,棘刺背心
master,Vi,37,0.0952,7791,0.0839,298,-0.0114,蔚,莫雷洛秘典
challenger,Ashe,1,0.1282,8931,0.1168,137,-0.0114,艾希,暴风大剑
platinum,Syndra,46,0.1017,2379,0.0904,166,-0.0114,辛德拉,恩泽圣杯
platinum,Jayce,77,0.0908,4990,0.0794,63,-0.0114,杰斯,狂徒铠甲
grandmaster,Jayce,55,0.0801,4195,0.0686,102,-0.0115,杰斯,棘刺背心
grandmaster,Soraka,14,0.1807,8530,0.1692,201,-0.0115,索拉卡,朔极之矛
master,WuKong,37,0.1046,8805,0.0931,591,-0.0115,孙悟空,莫雷洛秘典
challenger,Vi,7,0.088,6514,0.0764,406,-0.0116,蔚,巨人腰带
master,Ahri,35,0.1208,4222,0.1091,55,-0.0117,阿狸,钢铁烈阳之匣
diamond,Malphite,45,0.1228,17579,0.1111,99,-0.0117,墨菲特,冰霜之心
challenger,WuKong,6,0.1045,8208,0.0928,97,-0.0118,孙悟空,负极斗篷
challenger,Ezreal,37,0.0952,12275,0.0833,96,-0.0118,伊泽瑞尔,莫雷洛秘典
platinum,Ezreal,2,0.1152,8514,0.1035,87,-0.0118,伊泽瑞尔,反曲之弓
platinum,Irelia,44,0.0981,2313,0.0863,139,-0.0118,艾瑞莉娅,炽天使之拥
master,Vi,7,0.0952,7791,0.0833,408,-0.0119,蔚,巨人腰带
diamond,ChoGath,88,0.108,6101,0.0962,52,-0.0119,科加斯,自然之力
diamond,Kassadin,38,0.1245,16396,0.1125,80,-0.012,卡萨丁,爆破专家的电荷
grandmaster,JarvanIV,3,0.1085,3004,0.0964,83,-0.0121,嘉文四世,无用大棒
grandmaster,VelKoz,37,0.1429,2023,0.1308,344,-0.0121,维克兹,莫雷洛秘典
master,Lulu,79,0.201,6815,0.1889,90,-0.0121,璐璐,伏击之爪
master,Lulu,17,0.201,6815,0.189,127,-0.0121,璐璐,基克的先驱
master,Lulu,48,0.201,6815,0.1889,90,-0.0121,璐璐,星之守护者的符咒
platinum,ChoGath,5,0.1078,4414,0.0957,94,-0.0121,科加斯,锁子甲
grandmaster,Ekko,88,0.166,1048,0.1539,65,-0.0122,艾克,自然之力
grandmaster,Lux,3,0.1637,10165,0.1515,66,-0.0122,拉克丝,无用大棒
master,MissFortune,15,0.1499,3390,0.1376,109,-0.0122,厄运小姐,守护天使
grandmaster,Shen,15,0.1084,11646,0.0962,104,-0.0122,慎,守护天使
diamond,Rakan,37,0.1184,4476,0.1062,866,-0.0122,洛,莫雷洛秘典
grandmaster,TwistedFate,37,0.155,5160,0.1429,63,-0.0122,崔斯特,莫雷洛秘典
master,Irelia,88,0.1091,2145,0.0968,62,-0.0123,艾瑞莉娅,自然之力
challenger,Lulu,46,0.2037,7896,0.1914,162,-0.0123,璐璐,恩泽圣杯
challenger,Shaco,1,0.0898,2261,0.0775,129,-0.0123,萨科,暴风大剑
diamond,Fizz,36,0.1456,8277,0.1333,90,-0.0123,菲兹,离子火花
diamond,Blitzcrank,8,0.1176,19351,0.1053,57,-0.0124,布里茨,金铲铲
platinum,Jayce,49,0.0908,4990,0.0784,51,-0.0124,杰斯,正义之手
platinum,Irelia,9,0.0981,2313,0.0857,70,-0.0124,艾瑞莉娅,拳套
master,ChoGath,66,0.0932,5524,0.0807,285,-0.0125,科加斯,巨龙之爪
diamond,Lulu,24,0.1981,5987,0.1856,97,-0.0125,璐璐,斯塔缇克电刃
platinum,Lux,39,0.1505,9382,0.1379,87,-0.0126,拉克丝,珠光护手
diamond,Kayle,28,0.1571,4042,0.1445,173,-0.0126,凯尔,刺客之爪
master,Fizz,27,0.146,8167,0.1333,90,-0.0126,菲兹,兹若特传送门
platinum,Lucian,8,0.0974,3644,0.0848,59,-0.0127,卢锡安,金铲铲
platinum,Ezreal,49,0.1152,8514,0.1026,78,-0.0127,伊泽瑞尔,正义之手
platinum,Karma,33,0.1378,11443,0.125,80,-0.0128,卡尔玛,灭世者的死亡之帽
platinum,Karma,4,0.1378,11443,0.125,112,-0.0128,卡尔玛,女神之泪
diamond,Ashe,1,0.1289,10077,0.1159,69,-0.013,艾希,暴风大剑
master,Vi,4,0.0952,7791,0.0822,511,-0.0131,蔚,女神之泪
grandmaster,Ashe,24,0.1242,9750,0.1111,297,-0.0131,艾希,斯塔缇克电刃
master,KaiSa,38,0.0528,1611,0.0396,101,-0.0132,卡莎,爆破专家的电荷
challenger,Lulu,88,0.2037,7896,0.1905,63,-0.0132,璐璐,自然之力
diamond,Fizz,55,0.1456,8277,0.1324,68,-0.0132,菲兹,棘刺背心
challenger,Thresh,69,0.1599,10538,0.1467,75,-0.0132,锤石,水银
challenger,Mordekaiser,7,0.0989,6533,0.0857,70,-0.0132,莫德凯撒,巨人腰带
challenger,Mordekaiser,66,0.0989,6533,0.0857,70,-0.0132,莫德凯撒,巨龙之爪
diamond,Lucian,9,0.0721,2677,0.0588,68,-0.0133,卢锡安,拳套
grandmaster,Irelia,11,0.1167,2664,0.1035,58,-0.0133,艾瑞莉娅,死亡之刃
diamond,KhaZix,47,0.1008,5110,0.0875,80,-0.0133,卡兹克,救赎
grandmaster,Xayah,17,0.1191,4334,0.1057,123,-0.0134,霞,基克的先驱
grandmaster,Jayce,37,0.0801,4195,0.0667,135,-0.0134,杰斯,莫雷洛秘典
master,Lucian,34,0.0671,2640,0.0537,149,-0.0134,卢锡安,卢登的回声
platinum,Rakan,37,0.0992,3761,0.0858,606,-0.0134,洛,莫雷洛秘典
diamond,Jayce,33,0.0928,5625,0.0794,63,-0.0134,杰斯,灭世者的死亡之帽
grandmaster,MissFortune,34,0.1479,3436,0.1344,253,-0.0135,厄运小姐,卢登的回声
master,Poppy,7,0.1117,7253,0.098,51,-0.0136,波比,巨人腰带
diamond,Gangplank,37,0.1484,1577,0.1348,89,-0.0136,普朗克,莫雷洛秘典
grandmaster,WuKong,37,0.1081,8896,0.0944,519,-0.0137,孙悟空,莫雷洛秘典
platinum,Mordekaiser,66,0.1009,5568,0.0873,149,-0.0137,莫德凯撒,巨龙之爪
challenger,Kayle,13,0.1592,5064,0.1455,55,-0.0137,凯尔,海克斯科技枪刃
platinum,WuKong,7,0.1047,8139,0.0909,165,-0.0138,孙悟空,巨人腰带
platinum,Kassadin,39,0.1205,10815,0.1067,75,-0.0138,卡萨丁,珠光护手
platinum,XinZhao,25,0.1025,3356,0.0887,282,-0.0139,赵信,泰坦的坚决
platinum,Jayce,79,0.0908,4990,0.0769,65,-0.0139,杰斯,伏击之爪
diamond,Lux,33,0.1461,6963,0.1321,53,-0.014,拉克丝,灭世者的死亡之帽
platinum,Lucian,16,0.0974,3644,0.0833,72,-0.0141,卢锡安,饮血剑
diamond,Jinx,26,0.0855,1205,0.0714,84,-0.0141,金克丝,卢安娜的飓风
diamond,Karma,17,0.1308,6192,0.1167,180,-0.0141,卡尔玛,基克的先驱
grandmaster,Shaco,1,0.0702,2037,0.0561,107,-0.0141,萨科,暴风大剑
challenger,Vi,8,0.088,6514,0.0739,176,-0.0141,蔚,金铲铲
grandmaster,Sona,67,0.1194,2906,0.1053,57,-0.0142,娑娜,凌风
platinum,Soraka,2,0.1407,7122,0.1264,87,-0.0143,索拉卡,反曲之弓
platinum,VelKoz,37,0.1177,2040,0.1032,339,-0.0144,维克兹,莫雷洛秘典
grandmaster,Kassadin,45,0.1174,15923,0.1031,97,-0.0144,卡萨丁,冰霜之心
challenger,Mordekaiser,55,0.0989,6533,0.0845,142,-0.0144,莫德凯撒,棘刺背心
challenger,Ekko,57,0.1663,1383,0.1518,191,-0.0145,艾克,红霸符
platinum,Fizz,67,0.1621,7636,0.1475,61,-0.0146,菲兹,凌风
diamond,Shen,5,0.1141,12828,0.0993,151,-0.0147,慎,锁子甲
challenger,Irelia,15,0.1186,1729,0.1038,183,-0.0147,艾瑞莉娅,守护天使
diamond,Jayce,25,0.0928,5625,0.0781,64,-0.0147,杰斯,泰坦的坚决
platinum,Ashe,56,0.127,6907,0.1121,116,-0.0149,艾希,破刃者
master,Karma,88,0.1343,9983,0.1194,67,-0.0149,卡尔玛,自然之力
grandmaster,Syndra,39,0.1359,2701,0.1209,91,-0.015,辛德拉,珠光护手
platinum,MissFortune,44,0.1478,3830,0.1327,226,-0.015,厄运小姐,炽天使之拥
diamond,Jinx,15,0.0855,1205,0.0704,71,-0.0151,金克丝,守护天使
master,TwistedFate,37,0.1401,3940,0.125,64,-0.0151,崔斯特,莫雷洛秘典
master,MissFortune,19,0.1499,3390,0.1346,52,-0.0152,厄运小姐,无尽之刃
challenger,Sona,46,0.1221,3695,0.1067,225,-0.0154,娑娜,恩泽圣杯
diamond,KaiSa,37,0.0753,1819,0.0599,284,-0.0155,卡莎,莫雷洛秘典
master,Ashe,24,0.1248,9252,0.1094,320,-0.0155,艾希,斯塔缇克电刃
master,Ahri,33,0.1208,4222,0.1053,57,-0.0155,阿狸,灭世者的死亡之帽
platinum,Ekko,5,0.1735,1816,0.1579,76,-0.0156,艾克,锁子甲
master,Vi,68,0.0952,7791,0.0797,113,-0.0156,蔚,天神法球
grandmaster,Irelia,29,0.1167,2664,0.1011,178,-0.0156,艾瑞莉娅,最后的轻语
grandmaster,Kassadin,17,0.1174,15923,0.1019,108,-0.0156,卡萨丁,基克的先驱
grandmaster,Lux,4,0.1637,10165,0.1482,108,-0.0156,拉克丝,女神之泪
grandmaster,MissFortune,57,0.1479,3436,0.1321,280,-0.0157,厄运小姐,红霸符
master,Vi,3,0.0952,7791,0.0796,528,-0.0157,蔚,无用大棒
diamond,Fizz,69,0.1456,8277,0.1299,154,-0.0157,菲兹,水银
master,Leona,66,0.0758,4618,0.06,100,-0.0158,蕾欧娜,巨龙之爪
diamond,Ezreal,16,0.1067,9487,0.0909,55,-0.0158,伊泽瑞尔,饮血剑
platinum,Rakan,44,0.0992,3761,0.0833,132,-0.0159,洛,炽天使之拥
grandmaster,MissFortune,58,0.1479,3436,0.1319,91,-0.016,厄运小姐,叛逆者勋章
platinum,Jhin,9,0.1112,1852,0.0952,63,-0.016,烬,拳套
challenger,VelKoz,33,0.141,1851,0.125,104,-0.016,维克兹,灭世者的死亡之帽
challenger,MissFortune,15,0.1524,4016,0.1364,132,-0.016,厄运小姐,守护天使
platinum,Thresh,7,0.1805,5911,0.1644,73,-0.0161,锤石,巨人腰带
master,Jinx,15,0.0886,700,0.0725,69,-0.0161,金克丝,守护天使
grandmaster,Vi,8,0.0928,7230,0.0764,144,-0.0164,蔚,金铲铲
master,Kassadin,89,0.1123,14742,0.0959,73,-0.0164,卡萨丁,暗星之心
challenger,Neeko,15,0.126,2182,0.1096,219,-0.0164,妮蔻,守护天使
master,Lux,3,0.1576,10438,0.1412,85,-0.0164,拉克丝,无用大棒
master,MissFortune,12,0.1499,3390,0.1333,75,-0.0165,厄运小姐,巨人杀手
platinum,Shaco,19,0.076,2105,0.0596,319,-0.0165,萨科,无尽之刃
grandmaster,JarvanIV,55,0.1085,3004,0.092,87,-0.0166,嘉文四世,棘刺背心
grandmaster,MissFortune,79,0.1479,3436,0.1312,183,-0.0167,厄运小姐,伏击之爪
platinum,Xayah,12,0.1105,4245,0.0938,64,-0.0167,霞,巨人杀手
diamond,Irelia,12,0.1167,3386,0.1,60,-0.0167,艾瑞莉娅,巨人杀手
platinum,Jayce,5,0.0908,4990,0.0741,54,-0.0167,杰斯,锁子甲
platinum,XinZhao,67,0.1025,3356,0.0857,105,-0.0168,赵信,凌风
master,Rakan,14,0.1241,3118,0.1073,438,-0.0168,洛,朔极之矛
challenger,MissFortune,57,0.1524,4016,0.1356,236,-0.0168,厄运小姐,红霸符
challenger,WuKong,45,0.1045,8208,0.0876,388,-0.0169,孙悟空,冰霜之心
platinum,Yasuo,16,0.081,4283,0.0641,78,-0.0169,亚索,饮血剑
platinum,WuKong,55,0.1047,8139,0.0877,171,-0.017,孙悟空,棘刺背心
challenger,Irelia,88,0.1186,1729,0.1015,69,-0.0171,艾瑞莉娅,自然之力
platinum,TwistedFate,37,0.1341,4220,0.117,94,-0.0171,崔斯特,莫雷洛秘典
platinum,Ashe,19,0.127,6907,0.1098,82,-0.0172,艾希,无尽之刃
diamond,Poppy,55,0.1031,3995,0.0859,163,-0.0172,波比,棘刺背心
grandmaster,Ashe,4,0.1242,9750,0.1069,159,-0.0173,艾希,女神之泪
diamond,Jayce,34,0.0928,5625,0.0755,53,-0.0173,杰斯,卢登的回声
platinum,Jayce,37,0.0908,4990,0.0734,218,-0.0174,杰斯,莫雷洛秘典
grandmaster,Shen,77,0.1084,11646,0.0909,143,-0.0175,慎,狂徒铠甲
grandmaster,Malphite,7,0.1099,18161,0.0923,65,-0.0176,墨菲特,巨人腰带
grandmaster,Jayce,49,0.0801,4195,0.0625,64,-0.0176,杰斯,正义之手
grandmaster,KaiSa,38,0.0559,1592,0.038,79,-0.0179,卡莎,爆破专家的电荷
